,filename,idx,label,confidence
0,AFDB_pasien_AF 1.csv,0,N,0.9999998807907104
1,AFDB_pasien_AF 1.csv,1,N,0.6700739860534668
2,AFDB_pasien_AF 1.csv,2,N,0.8146493434906006
3,AFDB_pasien_AF 1.csv,3,AF,0.9434824585914612
4,AFDB_pasien_AF 1.csv,4,N,0.9998160004615784
5,AFDB_pasien_AF 1.csv,5,N,0.5676758289337158
6,AFDB_pasien_AF 1.csv,6,N,0.9417266249656677
7,AFDB_pasien_AF 1.csv,7,N,0.6490171551704407
8,AFDB_pasien_AF 1.csv,8,N,0.9999096393585205
9,AFDB_pasien_AF 1.csv,9,N,0.9841655492782593
10,AFDB_pasien_AF 1.csv,10,N,0.5128777623176575
11,AFDB_pasien_AF 1.csv,11,AF,0.7655689716339111
12,AFDB_pasien_AF 1.csv,12,AF,0.7190777063369751
13,AFDB_pasien_AF 1.csv,13,N,0.9992387294769287
14,AFDB_pasien_AF 1.csv,14,AF,0.6307348012924194
15,AFDB_pasien_AF 1.csv,15,N,0.9985724687576294
16,AFDB_pasien_AF 1.csv,16,N,0.9666948914527893
17,AFDB_pasien_AF 1.csv,17,N,0.8491191864013672
18,AFDB_pasien_AF 1.csv,18,N,0.9687116742134094
19,AFDB_pasien_AF 1.csv,19,AF,0.9969360828399658
20,AFDB_pasien_AF 1.csv,20,AF,0.7739575505256653
21,AFDB_pasien_AF 1.csv,21,AF,0.600286602973938
22,AFDB_pasien_AF 1.csv,22,N,0.7843495011329651
23,AFDB_pasien_AF 1.csv,23,AF,0.6081940531730652
24,AFDB_pasien_AF 1.csv,24,N,0.997846245765686
25,AFDB_pasien_AF 1.csv,25,AF,0.8257558345794678
26,AFDB_pasien_AF 1.csv,26,N,0.9935686588287354
27,AFDB_pasien_AF 1.csv,27,N,0.9099951386451721
28,AFDB_pasien_AF 1.csv,28,N,0.7359151840209961
29,AFDB_pasien_AF 1.csv,29,AF,0.9958233833312988
30,AFDB_pasien_AF 1.csv,30,N,0.9998939037322998
